0G5LtudP4n5DwQ	0.150514997832 0.23856062736 0.23856062736 0.301029995664 0.47712125472 0.23856062736 0.301029995664 0.301029995664 0.23856062736 
/kwWJAcG52cf0A	0.301029995664 0.232990001445 0.23856062736 0.301029995664 0.23856062736 0.301029995664 0.198883075878 0.301029995664 0.281699346671 0.301029995664 0.23856062736 0.301029995664 0.23856062736 0.301029995664 0.0503635224312 0.23856062736 0.0915472059275 0.23856062736 0.301029995664 0.301029995664 0.081673422779 0.23856062736 0.200686663776 0.301029995664 0.301029995664 0.174742501084 0.698970004336 0.47712125472 0.301029995664 0.23856062736 0.0965594234695 0.301029995664 0.698970004336 0.23856062736 0.301029995664 0.301029995664 0.194537812596 0.0466783866435 0.301029995664 0.23856062736 
5jEQtFiuKN5lmA	0.200686663776 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.200686663776 0.301029995664 
2SzWt1RCj3hBlQ	0.301029995664 0.301029995664 0.301029995664 0.47712125472 0.232990001445 0.194537812596 0.301029995664 0.175531510735 
0P6fUQNsXkNF3A	0.23856062736 0.301029995664 0.0756515464454 0.301029995664 0.47712125472 0.23856062736 0.301029995664 0.301029995664 0.0878892086699 0.301029995664 0.150514997832 0.23856062736 0.301029995664 0.0913395429252 0.23856062736 0.47712125472 0.23856062736 0.232990001445 0.232990001445 0.301029995664 
4v3ai3E/KNyMcw	0.301029995664 0.301029995664 0.301029995664 
3/PI5NymFO19vA	0.200686663776 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.23856062736 
0IMO47SP1h/ZZQ	0.232990001445 0.627636252552 0.23856062736 0.264443858947 0.47712125472 1.20411998266 0.301029995664 
+DJaBglFrtJheQ	0.349485002168 0.349485002168 0.301029995664 
+SFyH6/KI7HHww	0.169019608003 0.134897655756 0.301029995664 0.180617997398 0.301029995664 0.301029995664 0.259383750128 0.148770383594 0.301029995664 0.301029995664 
2g84alVqeTHkSA	0.47712125472 0.680863918009 0.778151250384 0.482386010447 0.301029995664 0.301029995664 
+9VzhwGokJc/UA	0.301029995664 0.301029995664 0.23856062736 0.216838332611 0.301029995664 0.301029995664 0.301029995664 0.301029995664 
12waH9q4kaeGlg	0.301029995664 0.0434782608696 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.0312691280006 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.102537410115 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.0852502400635 0.301029995664 0.301029995664 0.102240268868 0.301029995664 0.301029995664 0.301029995664 0.155630250077 0.301029995664 0.301029995664 0.0585291618557 0.0562423699587 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 
4Lsi9VGbytIgLw	0.301029995664 0.301029995664 0.301029995664 
/aMaueb0O6iQJQ	0.174742501084 0.174742501084 0.301029995664 0.174742501084 0.301029995664 0.301029995664 0.200686663776 
+wXmc1AVkDKRdA	0.211274510004 0.602059991328 0.301029995664 0.180617997398 0.180617997398 
0I0YjluuLW1i9A	0.301029995664 0.47712125472 0.301029995664 0.47712125472 0.232990001445 0.301029995664 0.301029995664 
0nuXHCgiFyueIg	0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 
3h9jc9SJoda2gg	0.301029995664 0.301029995664 0.301029995664 0.301029995664 
1gmAT3TcDV4/Vw	0.180617997398 0.301029995664 0.111394335231 0.301029995664 0.301029995664 0.140849673336 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.155630250077 0.259383750128 0.23856062736 0.211274510004 0.301029995664 0.200686663776 0.301029995664 0.301029995664 0.301029995664 
4euMjs3/cIJQoQ	0.301029995664 0.301029995664 
2ZJawurz2YDxuQ	0.301029995664 0.301029995664 0.301029995664 0.301029995664 
3gEzvVpZV3rgJg	0.301029995664 0.140849673336 0.159134764615 0.301029995664 0.23856062736 0.0593355552344 0.174742501084 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.47712125472 0.301029995664 0.155630250077 0.301029995664 0.0723211185012 0.301029995664 0.169019608003 0.0857815580195 0.150514997832 0.301029995664 0.301029995664 0.301029995664 0.174742501084 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.333333333333 0.23856062736 0.301029995664 0.155630250077 0.101267577482 0.23856062736 0.23856062736 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.155630250077 0.23856062736 0.133791109184 0.301029995664 0.301029995664 0.0546956756087 0.301029995664 0.301029995664 0.23856062736 0.23856062736 0.301029995664 0.0324898334441 0.301029995664 0.301029995664 0.301029995664 0.148770383594 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.194537812596 0.0327297971224 0.115710298351 
2rMxFH9B7UAuRg	0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.200686663776 0.301029995664 
/xrPo+3coqPZIA	0.47712125472 0.23856062736 0.23856062736 0.47712125472 0.301029995664 0.301029995664 0.47712125472 0.47712125472 
2lvFbl4YqzqGfA	0.301029995664 0.232990001445 0.47712125472 0.232990001445 0.180617997398 0.301029995664 0.180617997398 0.301029995664 0.301029995664 0.301029995664 
/C0bWepe1K+ykA	0.301029995664 0.301029995664 0.361789507836 0.301029995664 0.361789507836 0.301029995664 0.301029995664 0.301029995664 0.47712125472 0.301029995664 
3dId4rKYLhW+Sw	0.301029995664 0.301029995664 0.301029995664 0.47712125472 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.126508472753 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.335605670206 0.301029995664 0.301029995664 0.143787055364 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.389075625192 0.349485002168 
2PWnCplsVUSllw	0.301029995664 0.160311635778 0.301029995664 0.301029995664 0.208278537032 0.301029995664 0.159513130217 0.301029995664 0.301029995664 0.301029995664 0.47712125472 0.301029995664 0.301029995664 0.447474226941 
5htbZL8Lhgz7Tg	0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 
59e1ZsW2lpQauQ	0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 
+4juUiGsfxPr/g	0.602059991328 0.301029995664 0.301029995664 0.301029995664 0.47712125472 0.200686663776 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.232990001445 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.218782702435 
0UAHEyhp5MW8xw	0.301029995664 0.301029995664 0.451544993496 0.23856062736 0.0692861764539 0.301029995664 0.23856062736 0.301029995664 0.0727910023266 0.301029995664 0.301029995664 0.301029995664 0.778151250384 0.715681882079 0.301029995664 0.0946499170291 0.174742501084 0.329335909921 0.301029995664 0.23856062736 0.23856062736 0.479239869419 0.301029995664 0.32087829577 0.23856062736 0.301029995664 0.23856062736 0.313818126276 0.301029995664 0.301029995664 
/cU2vL9UCI/9zQ	0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 
2oysYA3KRvBG8w	0.301029995664 0.301029995664 0.301029995664 0.200686663776 0.23856062736 0.301029995664 0.106917387187 0.301029995664 0.23856062736 0.301029995664 0.0424478704755 0.155630250077 0.12552725051 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.125 0.129012855285 0.129012855285 0.301029995664 0.0671211340411 0.23856062736 0.101267577482 0.301029995664 0.0526594532206 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.0881636950522 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.0710418667196 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.101267577482 0.301029995664 0.301029995664 0.301029995664 0.200686663776 0.23856062736 0.301029995664 0.23856062736 
4ctageRCwP4dnw	0.301029995664 0.109465452969 0.232990001445 0.301029995664 0.301029995664 0.200686663776 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.134897655756 0.47712125472 0.301029995664 
0dQdc1XSnVR0Fw	0.301029995664 0.301029995664 0.301029995664 
5TikhL62DMwXcQ	0.301029995664 0.301029995664 0.301029995664 
5BdskxVULOyfrA	0.556971676153 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.602059991328 0.301029995664 0.301029995664 0.200686663776 0.281699346671 0.301029995664 0.335605670206 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.47712125472 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.0834716044383 0.301029995664 0.47712125472 0.301029995664 0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.180617997398 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.556971676153 0.301029995664 0.0499750668785 0.301029995664 0.301029995664 0.0444568050203 
+UY8eMHXCG6ZLA	0.301029995664 0.301029995664 0.23856062736 0.301029995664 0.301029995664 0.301029995664 0.081714444935 0.301029995664 0.301029995664 0.23856062736 0.225772496748 0.114612803568 0.47712125472 0.120411998266 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.200686663776 0.23856062736 0.301029995664 0.301029995664 
+NOtINHdgyYybA	0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.166666666667 0.148770383594 0.301029995664 0.301029995664 0.47712125472 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 0.301029995664 
