0G5LtudP4n5DwQ	 0.301029995664 0.301029995664 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.301029995664
0G5LtudP4n5DwQ	 0.301029995664 0.301029995664 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.301029995664
0G5LtudP4n5DwQ	 0.301029995664 0.0 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0
0G5LtudP4n5DwQ	 0.47712125472 0.0 0.0 0.0 0.47712125472 0.0 0.0 0.0 0.0
0G5LtudP4n5DwQ	 0.301029995664 0.0 0.0 0.0 0.0 0.301029995664 0.0 0.0 0.0
0G5LtudP4n5DwQ	 0.301029995664 0.0 0.0 0.0 0.0 0.301029995664 0.301029995664 0.301029995664 0.0
/kwWJAcG52cf0A	 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
/kwWJAcG52cf0A	 0.0 0.47712125472 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.47712125472 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
/kwWJAcG52cf0A	 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.301029995664 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
/kwWJAcG52cf0A	 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.301029995664 0.0 0.0
/kwWJAcG52cf0A	 0.0 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.301029995664 0.0 0.0 0.0
/kwWJAcG52cf0A	 0.0 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.301029995664 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.301029995664 0.0 0.0
