0G5LtudP4n5DwQ	1 1 1 2 1 1 
/kwWJAcG52cf0A	1 2 1 1 1 1 1 1 1 25 1 1 7 1 1 3 1 2 1 1 1 1 1 2 1 3 1 1 1 1 1 1 1 1 1 1 2 1 12 1 1 7 1 4 1 1 2 1 1 1 2 1 1 4 1 1 1 2 1 1 2 1 1 4 1 1 1 1 
5jEQtFiuKN5lmA	1 1 1 1 
2SzWt1RCj3hBlQ	1 1 1 1 1 27 1 1 2 2 1 
0P6fUQNsXkNF3A	1 1 1 2 1 1 1 3 1 1 1 1 1 1 1 2 1 1 2 1 1 1 
4v3ai3E/KNyMcw	1 
3/PI5NymFO19vA	1 1 1 
0IMO47SP1h/ZZQ	1 2 1 15 1 
+DJaBglFrtJheQ	3 1 
+SFyH6/KI7HHww	1 1 1 2 1 1 1 1 3 1 
2g84alVqeTHkSA	20 2 5 1 
+9VzhwGokJc/UA	1 13 1 1 2 1 1 1 
12waH9q4kaeGlg	1 1 1 4 2 1 2 1 1 1 1 1 1 11 1 1 4 1 6 26 1 1 2 1 3 1 1 1 1 1 3 1 2 1 1 2 1 1 2 3 1 1 6 7 1 1 19 5 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 2 1 1 2 1 1 1 2 1 2 3 4 1 1 1 1 1 2 1 1 1 
4Lsi9VGbytIgLw	1 
/aMaueb0O6iQJQ	1 1 1 1 1 
+wXmc1AVkDKRdA	3 1 1 1 
0I0YjluuLW1i9A	1 2 1 
0nuXHCgiFyueIg	1 1 
3h9jc9SJoda2gg	1 
1gmAT3TcDV4/Vw	1 1 1 1 1 1 1 1 1 3 1 1 1 1 
4euMjs3/cIJQoQ	1 
2ZJawurz2YDxuQ	1 
3gEzvVpZV3rgJg	1 2 2 1 1 3 2 4 1 2 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 2 4 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 1 1 1 1 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 2 1 1 2 1 1 1 1 1 1 1 1 1 2 1 4 1 1 1 2 1 1 1 1 1 1 1 6 
2rMxFH9B7UAuRg	1 1 1 
/xrPo+3coqPZIA	1 1 2 
2lvFbl4YqzqGfA	2 1 1 2 1 
/C0bWepe1K+ykA	1 23 2 1 1 1 1 
3dId4rKYLhW+Sw	1 1 1 8 1 1 1 1 34 1 2 18 1 4 2 2 1 1 2 1 1 1 4 1 
2PWnCplsVUSllw	3 1 1 1 1 1 1 164 42 1 1 4 1 6 2 4 16 1 1 1 2 1 1 
5htbZL8Lhgz7Tg	1 
59e1ZsW2lpQauQ	1 
+4juUiGsfxPr/g	3 1 1 2 1 1 1 1 2 1 1 1 1 1 1 26 1 1 
0UAHEyhp5MW8xw	1 1 3 1 6 1 5 25 1 1 1 1 54 1 1 191 274 1 2 1 1 13 1 1 1 1 1 1 1 1 1 1 1 1 1 86 1 2 1 1 1 2 1 
/cU2vL9UCI/9zQ	1 1 
2oysYA3KRvBG8w	1 1 2 1 1 1 1 1 1 1 3 2 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 
4ctageRCwP4dnw	1 2 1 2 2 2 1 1 1 1 1 1 
0dQdc1XSnVR0Fw	1 
5TikhL62DMwXcQ	1 
5BdskxVULOyfrA	11 1 1 1 3 1 4 1 1 17 1 1 1 2 1 1 1 1 1 1 1 100 2 1 1 1 1 4 1 1 1 2 1 1 1 1 2 1 2 1 1 1 1 3 2 12 1 1 1 1 1 
+UY8eMHXCG6ZLA	1 24 2 1 1 1 2 1 1 3 2 1 1 1 1 2 1 1 4 2 1 1 1 1 1 2 1 1 1 1 1 1 1 1 
+NOtINHdgyYybA	1 2 2 1 2 1 1 
1hqCMqLKEgsuUQ	1 2 1 2 4 1 3 1 
4dU+0N838oHkcw	2 1 2 1 1 
01GHFsEl8LKvuA	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 4 22 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 1 1 1 2 1 4 5 1 1 1 1 2 1 3 5 1 1 1 1 1 1 1 2 1 1 1 5 1 2 1 2 1 2 1 1 7 1 2 1 1 2 1 1 4 1 1 2 1 1 2 1 1 1 1 2 1 1 1 1 1 
/JEu+5pnbLARBA	1 1 
2P88YED++mY7UA	1 
0Ckup75ejccQYQ	1 1 1 1 1 
0cClyad5nHiYbA	1 1 1 1 2 1 
1aS5A37RTC6Prw	1 15 
0DwrOppylvoong	1 1 2 2 1 26 1 1 1 1 1 1 1 3 81 1 1 1 6 5 1 1 3 1 1 1 1 1 1 2 1 1 1 1 1 1 1 10 13 2 1 1 1 1 1 1 
4snOyASgr+elpw	1 1 1 3 1 1 1 1 2 2 1 3 1 1 11 7 1 2 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 3 1 1 1 6 1 1 1 1 
